DATE,USALORSGPNOSTSAM
1978-04-01,101.305604405029
1978-05-01,101.71767893225
1978-06-01,102.087029850541
1978-07-01,102.387812499094
1978-08-01,102.617642105277
1978-09-01,102.781500976981
1978-10-01,102.880600355733
1978-11-01,102.913390642673
1978-12-01,102.881397074823
1979-01-01,102.799930233669
1979-02-01,102.689441686512
1979-03-01,102.570685089635
1979-04-01,102.462277394266
1979-05-01,102.377654894062
1979-06-01,102.321586374755
1979-07-01,102.285232578755
1979-08-01,102.252636135182
1979-09-01,102.205962585815
1979-10-01,102.130669705197
1979-11-01,102.011732472046
1979-12-01,101.832165645271
1980-01-01,101.574913675533
1980-02-01,101.230604743781
1980-03-01,100.810816339557
1980-04-01,100.36717079111
1980-05-01,99.9668541253354
1980-06-01,99.670757215577
1980-07-01,99.5094575752832
1980-08-01,99.4922192764853
1980-09-01,99.6058966666004
1980-10-01,99.8205340872486
1980-11-01,100.090315464088
1980-12-01,100.364590540015
1981-01-01,100.595112352959
1981-02-01,100.745797974111
1981-03-01,100.805676559167
1981-04-01,100.793007247988
1981-05-01,100.739156343242
1981-06-01,100.663229009369
1981-07-01,100.549708540898
1981-08-01,100.367557631046
1981-09-01,100.091816588148
1981-10-01,99.7296210327875
1981-11-01,99.3059349132734
1981-12-01,98.8553131762147
1982-01-01,98.4180702280131
1982-02-01,98.0294400920479
1982-03-01,97.7080390428863
1982-04-01,97.4409182156192
1982-05-01,97.2037220024496
1982-06-01,96.9762651550533
1982-07-01,96.7555080143052
1982-08-01,96.551094921588
1982-09-01,96.3802498510679
1982-10-01,96.2613497029462
1982-11-01,96.2131685792726
1982-12-01,96.2501514240536
1983-01-01,96.3722869853283
1983-02-01,96.5731978169251
1983-03-01,96.8415881987325
1983-04-01,97.1565255216172
1983-05-01,97.4964220677943
1983-06-01,97.8442867613653
1983-07-01,98.1908014641134
1983-08-01,98.5319160669982
1983-09-01,98.8660376030955
1983-10-01,99.1911026003378
1983-11-01,99.5041985785728
1983-12-01,99.8013871408518
1984-01-01,100.077956961968
1984-02-01,100.327609938512
1984-03-01,100.542738423646
1984-04-01,100.716277718407
1984-05-01,100.841831278767
1984-06-01,100.916464831946
1984-07-01,100.946630587927
1984-08-01,100.942361105734
1984-09-01,100.914435517501
1984-10-01,100.873854979896
1984-11-01,100.830132919123
1984-12-01,100.790391006063
1985-01-01,100.758585930753
1985-02-01,100.737530062386
1985-03-01,100.730237324904
1985-04-01,100.740407205052
1985-05-01,100.770220896653
1985-06-01,100.816820317486
1985-07-01,100.867307870435
1985-08-01,100.905878704875
1985-09-01,100.92057980383
1985-10-01,100.910832234447
1985-11-01,100.880952588085
1985-12-01,100.835420655562
1986-01-01,100.775617558772
1986-02-01,100.701734669847
1986-03-01,100.615715378491
1986-04-01,100.525209945372
1986-05-01,100.438722128839
1986-06-01,100.36119145253
1986-07-01,100.289402626038
1986-08-01,100.217211917138
1986-09-01,100.140378594548
1986-10-01,100.061451515276
1986-11-01,99.9866786696367
1986-12-01,99.9231847507612
1987-01-01,99.8759748228716
1987-02-01,99.8485249275446
1987-03-01,99.8422922444471
1987-04-01,99.8548966114004
1987-05-01,99.8837355544752
1987-06-01,99.9283063000879
1987-07-01,99.9914361205558
1987-08-01,100.07541172167
1987-09-01,100.176859948694
1987-10-01,100.280194117105
1987-11-01,100.367300595742
1987-12-01,100.427155640057
1988-01-01,100.46665372267
1988-02-01,100.499494792231
1988-03-01,100.536643043251
1988-04-01,100.57741872096
1988-05-01,100.616770146629
1988-06-01,100.652378809181
1988-07-01,100.691966199412
1988-08-01,100.746434171895
1988-09-01,100.822886379543
1988-10-01,100.916731674575
1988-11-01,101.01770805305
1988-12-01,101.114769010001
1989-01-01,101.200592419896
1989-02-01,101.270367686609
1989-03-01,101.321528477308
1989-04-01,101.354776094806
1989-05-01,101.371564519149
1989-06-01,101.373028183813
1989-07-01,101.360252752472
1989-08-01,101.335462222217
1989-09-01,101.304380791357
1989-10-01,101.279601367956
1989-11-01,101.273455007188
1989-12-01,101.290626213452
1990-01-01,101.319588132555
1990-02-01,101.34095543362
1990-03-01,101.335081399661
1990-04-01,101.29030838436
1990-05-01,101.198436090465
1990-06-01,101.053090827325
1990-07-01,100.851567767742
1990-08-01,100.594503203556
1990-09-01,100.289629814626
1990-10-01,99.9594741480692
1990-11-01,99.6325361142856
1990-12-01,99.3365603093053
1991-01-01,99.0918745899734
1991-02-01,98.9118123049058
1991-03-01,98.7994996371124
1991-04-01,98.7399872720267
1991-05-01,98.7124372259067
1991-06-01,98.6983473796921
1991-07-01,98.6874191566335
1991-08-01,98.6770355523488
1991-09-01,98.6714462928611
1991-10-01,98.6808288964706
1991-11-01,98.7168343637766
1991-12-01,98.7869714796657
1992-01-01,98.8869485581822
1992-02-01,99.0073964546774
1992-03-01,99.1382593183831
1992-04-01,99.2715494309968
1992-05-01,99.4012041261747
1992-06-01,99.5225858939379
1992-07-01,99.63205197342
1992-08-01,99.725215837819
1992-09-01,99.7958693622361
1992-10-01,99.835887722017
1992-11-01,99.8378755603474
1992-12-01,99.799814209118
1993-01-01,99.7321967181157
1993-02-01,99.6502493277287
1993-03-01,99.5681416265506
1993-04-01,99.494129820772
1993-05-01,99.4339894665416
1993-06-01,99.3936874205328
1993-07-01,99.3808833032547
1993-08-01,99.402791407619
1993-09-01,99.4619070722734
1993-10-01,99.5490407635067
1993-11-01,99.651300024186
1993-12-01,99.7578129625485
1994-01-01,99.8641504274975
1994-02-01,99.9686951862886
1994-03-01,100.068796166156
1994-04-01,100.15682357287
1994-05-01,100.224334387184
1994-06-01,100.266879739615
1994-07-01,100.290042261692
1994-08-01,100.301683562255
1994-09-01,100.305397187757
1994-10-01,100.29462979278
1994-11-01,100.258713810933
1994-12-01,100.189727504068
1995-01-01,100.090915029312
1995-02-01,99.9713891299096
1995-03-01,99.8428343769503
1995-04-01,99.7175841460894
1995-05-01,99.6061284275331
1995-06-01,99.5142938270705
1995-07-01,99.4393296543206
1995-08-01,99.3756140310966
1995-09-01,99.3189364591466
1995-10-01,99.2697832165464
1995-11-01,99.2326312358878
1995-12-01,99.2145570746012
1996-01-01,99.2228445028986
1996-02-01,99.2625785382554
1996-03-01,99.332181253932
1996-04-01,99.4164902788834
1996-05-01,99.4960892393604
1996-06-01,99.555353829483
1996-07-01,99.5906239554553
1996-08-01,99.6045838531439
1996-09-01,99.6021787383415
1996-10-01,99.5879056265399
1996-11-01,99.5671579040375
1996-12-01,99.5482737680535
1997-01-01,99.5449092291051
1997-02-01,99.5704468111239
1997-03-01,99.6312218572912
1997-04-01,99.7175593791788
1997-05-01,99.8127354377421
1997-06-01,99.8999104568644
1997-07-01,99.9682885990531
1997-08-01,100.011931912588
1997-09-01,100.029801282671
1997-10-01,100.027449940204
1997-11-01,100.012811169205
1997-12-01,99.9933909175484
1998-01-01,99.9743189863819
1998-02-01,99.9597286792106
1998-03-01,99.9540801601895
1998-04-01,99.9631392074036
1998-05-01,99.993009471241
1998-06-01,100.048112432952
1998-07-01,100.127672990723
1998-08-01,100.227189014734
1998-09-01,100.338112237079
1998-10-01,100.446074205652
1998-11-01,100.536007516866
1998-12-01,100.597479787775
1999-01-01,100.631310649911
1999-02-01,100.6450407507
1999-03-01,100.650414536506
1999-04-01,100.662375039866
1999-05-01,100.695312926115
1999-06-01,100.758968866618
1999-07-01,100.852933456544
1999-08-01,100.970196631272
1999-09-01,101.098557058048
1999-10-01,101.220418875602
1999-11-01,101.320242548188
1999-12-01,101.392545256515
2000-01-01,101.451525079402
2000-02-01,101.515646861924
2000-03-01,101.593302394259
2000-04-01,101.668229222051
2000-05-01,101.71447938098
2000-06-01,101.711667529586
2000-07-01,101.662315000395
2000-08-01,101.578164455469
2000-09-01,101.469967435706
2000-10-01,101.340001428971
2000-11-01,101.186661860425
2000-12-01,101.010740887859
2001-01-01,100.823455298837
2001-02-01,100.637597740195
2001-03-01,100.459781835134
2001-04-01,100.282853295502
2001-05-01,100.095691203495
2001-06-01,99.8929501970114
2001-07-01,99.6855154555439
2001-08-01,99.4918749210688
2001-09-01,99.3300757244386
2001-10-01,99.2089375047131
2001-11-01,99.1310318363436
2001-12-01,99.0927595271974
2002-01-01,99.0813410922066
2002-02-01,99.0810796706652
2002-03-01,99.0776751084313
2002-04-01,99.0617391024935
2002-05-01,99.0272816072426
2002-06-01,98.9710922346042
2002-07-01,98.8934330602255
2002-08-01,98.7971048249458
2002-09-01,98.6880385708836
2002-10-01,98.5772041516022
2002-11-01,98.4776643319038
2002-12-01,98.4017936730844
2003-01-01,98.3577231229175
2003-02-01,98.3520709674446
2003-03-01,98.3903512452354
2003-04-01,98.4745860436274
2003-05-01,98.6038552306897
2003-06-01,98.7714575701505
2003-07-01,98.9587143062054
2003-08-01,99.1428146464969
2003-09-01,99.3032067435974
2003-10-01,99.4281943352404
2003-11-01,99.5126653534632
2003-12-01,99.5582710132535
2004-01-01,99.5764277775474
2004-02-01,99.5818883082739
2004-03-01,99.5882934605876
2004-04-01,99.6046864003592
2004-05-01,99.6366831477732
2004-06-01,99.6869574948435
2004-07-01,99.7546374950618
2004-08-01,99.8372492027332
2004-09-01,99.9314476666408
2004-10-01,100.032723202641
2004-11-01,100.135654668581
2004-12-01,100.233718876922
2005-01-01,100.319056605673
2005-02-01,100.385023941685
2005-03-01,100.429752571426
2005-04-01,100.461190971541
2005-05-01,100.490832548691
2005-06-01,100.528545525198
2005-07-01,100.577702939402
2005-08-01,100.638730255554
2005-09-01,100.711987134183
2005-10-01,100.799966006387
2005-11-01,100.903627291849
2005-12-01,101.017854028934
2006-01-01,101.125948357025
2006-02-01,101.208009698712
2006-03-01,101.249985569698
2006-04-01,101.254790533604
2006-05-01,101.234184449829
2006-06-01,101.203514006052
2006-07-01,101.178541041559
2006-08-01,101.171667007794
2006-09-01,101.188039765037
2006-10-01,101.220621555323
2006-11-01,101.258192068433
2006-12-01,101.29241625263
2007-01-01,101.324802733499
2007-02-01,101.361576779402
2007-03-01,101.408940594319
2007-04-01,101.468272947216
2007-05-01,101.537797108937
2007-06-01,101.613628312924
2007-07-01,101.690326767309
2007-08-01,101.760687376433
2007-09-01,101.815700117583
2007-10-01,101.845198058573
2007-11-01,101.841237544883
2007-12-01,101.803514261026
2008-01-01,101.747330664762
2008-02-01,101.689630790005
2008-03-01,101.636576099288
2008-04-01,101.571449846895
2008-05-01,101.465098668118
2008-06-01,101.287404679648
2008-07-01,101.021829057117
2008-08-01,100.66325336173
2008-09-01,100.222060394215
2008-10-01,99.7346132001243
2008-11-01,99.2463956555971
2008-12-01,98.7989126660716
2009-01-01,98.4171621279943
2009-02-01,98.1162935547659
2009-03-01,97.9034194720787
2009-04-01,97.7735186804984
2009-05-01,97.7185437005438
2009-06-01,97.7303865954849
2009-07-01,97.7983762010644
2009-08-01,97.9119441854752
2009-09-01,98.0591550670951
2009-10-01,98.2218305425559
2009-11-01,98.3827272960823
2009-12-01,98.5315201412567
2010-01-01,98.6708074284451
2010-02-01,98.8088017050652
2010-03-01,98.9524831155524
2010-04-01,99.1006343936919
2010-05-01,99.2470804299275
2010-06-01,99.3834395120998
2010-07-01,99.5018312775172
2010-08-01,99.5945782523123
2010-09-01,99.655015796108
2010-10-01,99.6799590784879
2010-11-01,99.6696387569307
2010-12-01,99.6299790649086
2011-01-01,99.5771883128999
2011-02-01,99.529271977653
2011-03-01,99.4983597114895
2011-04-01,99.4825521334928
2011-05-01,99.4756820796075
2011-06-01,99.4757610298215
2011-07-01,99.4925812991848
2011-08-01,99.5397377941746
2011-09-01,99.6252943075384
2011-10-01,99.7400572404512
2011-11-01,99.8668389352268
2011-12-01,99.9874119759229
2012-01-01,100.08844373215
2012-02-01,100.160339326248
2012-03-01,100.197300997955
2012-04-01,100.199284177878
2012-05-01,100.16919733102
2012-06-01,100.112431025777
2012-07-01,100.038518076674
2012-08-01,99.9585767480295
2012-09-01,99.8838621409122
2012-10-01,99.8246369758672
2012-11-01,99.7881310518259
2012-12-01,99.7752701242102
2013-01-01,99.7756355904811
2013-02-01,99.7762107680765
2013-03-01,99.7689977474897
2013-04-01,99.758453108034
2013-05-01,99.7540259766939
2013-06-01,99.7628229813584
2013-07-01,99.7817239378933
2013-08-01,99.8017965414956
2013-09-01,99.8118357037378
2013-10-01,99.8016878449708
2013-11-01,99.766589922856
2013-12-01,99.7128042803281
2014-01-01,99.6648615978061
2014-02-01,99.6522452386337
2014-03-01,99.6956780013979
2014-04-01,99.7908093578938
2014-05-01,99.9207801446605
2014-06-01,100.06483236382
2014-07-01,100.204301440661
2014-08-01,100.325193050444
2014-09-01,100.421000959301
2014-10-01,100.496741072676
2014-11-01,100.561509371164
2014-12-01,100.62237011682
2015-01-01,100.678955975586
2015-02-01,100.726254383355
2015-03-01,100.757630388067
2015-04-01,100.768448627903
2015-05-01,100.755367929877
2015-06-01,100.717057253518
2015-07-01,100.656569525132
2015-08-01,100.579129126778
2015-09-01,100.491487919426
2015-10-01,100.402480191535
2015-11-01,100.320194844952
2015-12-01,100.249263407854
2016-01-01,100.187677232749
2016-02-01,100.131059710454
2016-03-01,100.076217612665
2016-04-01,100.024294428375
2016-05-01,99.978654191952
2016-06-01,99.9425509406758
2016-07-01,99.9163406525423
2016-08-01,99.8987329225869
2016-09-01,99.8872967016573
2016-10-01,99.878315305429
2016-11-01,99.8679477178097
2016-12-01,99.853175477023
2017-01-01,99.832810797386
2017-02-01,99.8075715581516
2017-03-01,99.780522663954
2017-04-01,99.7578326320018
2017-05-01,99.7468845847366
2017-06-01,99.7540602486961
2017-07-01,99.7816630035971
2017-08-01,99.8296598424764
2017-09-01,99.8959042026516
2017-10-01,99.9748421624964
2017-11-01,100.059564131784
2017-12-01,100.142890751411
2018-01-01,100.217993413114
2018-02-01,100.278761835014
2018-03-01,100.320713750144
2018-04-01,100.342883443079
2018-05-01,100.345820296048
2018-06-01,100.330970417646
2018-07-01,100.301407322595
2018-08-01,100.260976448309
2018-09-01,100.214480110449
2018-10-01,100.168627455248
2018-11-01,100.129456064928
2018-12-01,100.099716988923
2019-01-01,100.075784325937
2019-02-01,100.051969834197
2019-03-01,100.024379919985
2019-04-01,99.9947267846088
2019-05-01,99.9672821846648
2019-06-01,99.9459784759329
2019-07-01,99.9313506996966
2019-08-01,99.9224615977573
2019-09-01,99.9183170747707
2019-10-01,99.9188417132961
2019-11-01,99.924540809109
2019-12-01,99.9358043913956
2020-01-01,99.9518160054551
2020-02-01,99.9713298463371
2020-03-01,95.041947624625
2020-04-01,91.6882724843701
2020-05-01,89.9386585039149
